##;ENG;FRA;ITA;SPA;GER;POL;POR;RUS;;;X
AREA_WEST_ENGLAND;서 잉글랜드 ;;;;;;;;;;X
AREA_WEST_JAVA;서 자바 ;;;;;;;;;;X
AREA_WEST_VIRGINIA;웨스트 버지니아 ;;;;;;;;;;X
AREA_WESTERN_DESERT;서부 사막 ;;;;;;;;;;X
AREA_WESTERN_GHAT;웨스턴가트 ;;;;;;;;;;X
AREA_WESTERN_HUNGARY;서부 헝가리 ;;;;;;;;;;X
AREA_WESTPHALEN;베스트팔렌 ;;;;;;;;;;X
AREA_WISCONSIN;위스콘신 ;;;;;;;;;;X
AREA_WYOMING;와이오밍 ;;;;;;;;;;X
AREA_XIKANG;시캉 ;;;;;;;;;;X
AREA_XINJIANG;신장 ;;;;;;;;;;X
AREA_YAKUTSK;야쿠츠크 ;;;;;;;;;;X
AREA_YEMENITE_MOUNTAINS;예멘 산맥 ;;;;;;;;;;X
AREA_YUKON;유콘 준주 ;;;;;;;;;;X
AREA_YUNNAN;윈난 ;;;;;;;;;;X
AREA_ZABAIKALYE;자바이칼리예 ;;;;;;;;;;X
AREA_ZHEJIANG;저장 ;;;;;;;;;;X
##;;;;;;;;;;;X
AREA_ADRIATIC_SEA;아드리아 해 ;;;;;;;;;;X
AREA_AEGEAN_SEA;에게 해 ;;;;;;;;;;X
AREA_ALBORAN_SEA;알보란 해 ;;;;;;;;;;X
AREA_ALEUTIANS;알류샨 열도 ;;;;;;;;;;X
AREA_ANGOLA_PLAIN;앙골라 심해저평원 ;;;;;;;;;;X
AREA_ARAFURA_SEA;아라푸라 해;;;;;;;;;;X
AREA_ARCTIC_OCEAN;그린란드 해 ;;;;;;;;;;X
AREA_ARGENTINE_PLAIN;아르헨티나 심해저평원 ;;;;;;;;;;X
AREA_ASCENSION_FRACTURE_ZONE;어센션 단열대 ;;;;;;;;;;X
AREA_ATLANTIC_INDIAN_RIDGE;대서양-인도양 해령 ;;;;;;;;;;X
AREA_AZORES;아조레스 제도 ;;;;;;;;;;X
AREA_BALEARIC_SEA;발레아레스 해 ;;;;;;;;;;X
AREA_BANDA_SEA;반다 해 ;;;;;;;;;;X
AREA_BARENTS_SEA;바렌츠 해 ;;;;;;;;;;X
AREA_BAY_OF_BISCAY;비스케이 만 ;;;;;;;;;;X
AREA_BERMUDA_TRIANGLE;버뮤다 삼각지대 ;;;;;;;;;;X
AREA_BLACK_SEA;흑해 ;;;;;;;;;;X
AREA_BOTHNIAN_BAY;보스니아 만 ;;;;;;;;;;X
AREA_CAP_ST_VINCENT;세인트 빈센트 만 ;;;;;;;;;;X
AREA_CAP_VERDE;카보 베르데 ;;;;;;;;;;X
AREA_CAPE_FINISTERRE;피니스테레 곶 ;;;;;;;;;;X
AREA_CAROLINES;마셜 제도 ;;;;;;;;;;X
AREA_CASPIAN_SEA;카스피 해 ;;;;;;;;;;X
AREA_CELEBES_SEA;셀레베스 해 ;;;;;;;;;;X
AREA_CENTRAL_ATLANTIC;중앙 대서양 ;;;;;;;;;;X
AREA_CENTRAL_CARRIBEAN;중앙 카리브 해 ;;;;;;;;;;X
AREA_CENTRAL_NORTHSEA;중앙 북해 ;;;;;;;;;;X
AREA_CENTRAL_PHILIPPINE_SEA;중앙 필리핀 해 ;;;;;;;;;;X
AREA_COAST_OF_AFRICA;아프리카 해안 ;;;;;;;;;;X
AREA_COAST_OF_ANGOLA_NAMIBIA;앙골라-나미비아 해안 ;;;;;;;;;;X
AREA_COAST_OF_ARGENTINA;아르헨티나 해안 ;;;;;;;;;;X
AREA_COAST_OF_BISSAO;비사우 해안 ;;;;;;;;;;X
AREA_COAST_OF_BRAZIL;브라질 해안 ;;;;;;;;;;X
AREA_COAST_OF_BRUNEI;브루나이 해안 ;;;;;;;;;;X
AREA_COAST_OF_CEYLON;실론 해안 ;;;;;;;;;;X
AREA_COAST_OF_GUYANA;가이아나 해안 ;;;;;;;;;;X
AREA_COAST_OF_INDOCHINA;인도 차이나 해안 ;;;;;;;;;;X
AREA_COAST_OF_JAPAN;일본 해안 ;;;;;;;;;;X
AREA_COAST_OF_KAMCHATKA;캄차카 해안 ;;;;;;;;;;X
AREA_COAST_OF_NEW_GUINEA;뉴기니 해안 ;;;;;;;;;;X
AREA_COAST_OF_RECIFE;헤시피 해안 ;;;;;;;;;;X
AREA_COAST_OF_SOUTH_AFRICA;남 아프리카 해안 ;;;;;;;;;;X
AREA_COAST_OF_URUGUAY;우루과이 해안 ;;;;;;;;;;X
AREA_DENMARK_STRAIT;덴마크 해협 ;;;;;;;;;;X
AREA_EAST_BAY_OF_BENGAL;동 벵골 만 ;;;;;;;;;;X
AREA_EAST_BERING_SEA;동 베링 해 ;;;;;;;;;;X
AREA_EAST_CORAL_SEA;동 산호 해 ;;;;;;;;;;X
AREA_EAST_COST_OF_NEW_ZEALAND;동 뉴질랜드 해안 ;;;;;;;;;;X
AREA_EAST_GREAT_AUSTRALIAN_BIGHT;동 그레이트 오스트레일리아 만 ;;;;;;;;;;X
AREA_EAST_GULF_OF_MEXICO;동 멕시코 만 ;;;;;;;;;;X
AREA_EAST_MARIANA_BASIN;동 마리아나 해분 ;;;;;;;;;;X
AREA_EAST_NORTH_SEA;동 북해 ;;;;;;;;;;X
AREA_EAST_SEA_OF_OKHOTSK;동 오호츠크 해 ;;;;;;;;;;X
AREA_EASTERN_SOLOMONS;동부 솔로몬 제도 ;;;;;;;;;;X
AREA_ENGLISH_CHANNEL;영국 해협 ;;;;;;;;;;X
AREA_FAROES_GAP;페로 제도 ;;;;;;;;;;X
AREA_FIJI_BASIN;피지 해분 ;;;;;;;;;;X
AREA_FLORES_SEA;플로레스 해 ;;;;;;;;;;X
AREA_FLORIDA_STRAIT;플로리다 해협 ;;;;;;;;;;X
AREA_GILBERTS;길버트 제도 ;;;;;;;;;;X
AREA_GREENLAND_COAST;그린란드 해안 ;;;;;;;;;;X
AREA_GULF_OF_ALASKA;알래스카 만 ;;;;;;;;;;X
AREA_GULF_OF_GUINEA;기니 만 ;;;;;;;;;;X
AREA_GULF_OF_SIAM;타이 만 ;;;;;;;;;;X
AREA_HAWAIIAN_RISE;하와이 해팽 ;;;;;;;;;;X
AREA_HEBREIDES;헤브리디스 제도 ;;;;;;;;;;X
AREA_HORN_OF_AFRICA;아프리카의 뿔 ;;;;;;;;;;X
AREA_HUDSON_BAY;허드슨 만 ;;;;;;;;;;X
AREA_IONIAN_SEA;이오니아 해 ;;;;;;;;;;X
AREA_IRISH_SEA;아일랜드 해 ;;;;;;;;;;X
AREA_IRISH_WEST_COAST;아일랜드 서 해안 ;;;;;;;;;;X
AREA_JAVA_RIDGE;자바 해령 ;;;;;;;;;;X
AREA_JAVA_TRENCH;자바 해구 ;;;;;;;;;;X
AREA_KATTEGAT;카테가트 해협 ;;;;;;;;;;X
AREA_LINE_ISLANDS;라인 제도 ;;;;;;;;;;X
AREA_LUZON_STRAIT;루손 해협 ;;;;;;;;;;X
AREA_MALACCA_STRAIT;말라카 해협 ;;;;;;;;;;X
AREA_MARIANA_TRENCH;마리아나 해구 ;;;;;;;;;;X
AREA_MARIANAS;마리아나 제도 ;;;;;;;;;;X
AREA_MARSHALLS_SEA;마셜 해 ;;;;;;;;;;X
AREA_MASCARENE_PLATEAU;마스카렌 해대 ;;;;;;;;;;X
AREA_MID_INDIAN_RIDGE;인도양-중앙해령 ;;;;;;;;;;X
AREA_MID_PACIFIC_MOUNTAINS;태평양-중앙해저산맥 ;;;;;;;;;;X
AREA_MOLUCCA_SEA;몰루카 해 ;;;;;;;;;;X
AREA_NINETYEAST_RIDGE;나인티이스트 해령 ;;;;;;;;;;X
AREA_NORTH_ARABIAN_SEA;북 아라비아 해 ;;;;;;;;;;X
AREA_NORTH_ATLANTIC;북 대서양 ;;;;;;;;;;X
AREA_NORTH_BISMARCK_SEA;북 비스마르크 해 ;;;;;;;;;;X
AREA_NORTH_EAST_PACIFIC_OCEAN;북 동 태평양 ;;;;;;;;;;X
AREA_NORTH_MOZAMBIQUE_CHANNEL;북 모잠비크 해협 ;;;;;;;;;;X
AREA_NORTH_NORTHEAST_PACIFIC_BASIN;북 북동 태평양 해분 ;;;;;;;;;;X
AREA_NORTH_SOUTHEAST_PACIFIC_OCEAN;북 남동 태평양 ;;;;;;;;;;X
AREA_NORTH_TASMAN_SEA;북 태즈먼 해 ;;;;;;;;;;X
AREA_NORTHEAST_COAST_OF_MADAGASCAR;북동 마다가스카르 해안 ;;;;;;;;;;X
AREA_NORTHERN_BALTIC;북부 발트 해 ;;;;;;;;;;X
AREA_NORTHWEST_PACIFIC_BASIN;북서 태평양 해분 ;;;;;;;;;;X
AREA_NORWEGIAN_SEA;노르웨이 해 ;;;;;;;;;;X
AREA_PERNANBUCO_PLAIN;페르남부쿠 심해저평원 ;;;;;;;;;;X
AREA_PERSIAN_GULF;페르시아 만 ;;;;;;;;;;X
AREA_PHILIPPINE_TRENCH;필리핀 해구 ;;;;;;;;;;X
AREA_PORTUGESE_COAST;포르투갈 해안 ;;;;;;;;;;X
AREA_RED_SEA;홍해 ;;;;;;;;;;X
AREA_RYUKYUS;류큐 제도 ;;;;;;;;;;X
AREA_SEA_OF_JAPAN;동해 ;;;;;;;;;;X
AREA_SOLOMON_SEA;솔로몬 해 ;;;;;;;;;;X
AREA_SOUTH_ARABIAN_SEA;남 아라비아 해 ;;;;;;;;;;X
AREA_SOUTH_BISMARCK_SEA;남 비스마르크 해 ;;;;;;;;;;X
AREA_SOUTH_EAST_PACIFIC_OCEAN;남 동 태평양 ;;;;;;;;;;X
AREA_SOUTH_MOZAMBIQUE_CHANNEL;남 모잠비크 해협 ;;;;;;;;;;X
AREA_SOUTH_SEA_OF_OKHOTSK;남 오호츠크 해 ;;;;;;;;;;X
AREA_SOUTH_SOUTHEAST_PACIFIC_OCEAN;남 남동 태평양 ;;;;;;;;;;X
AREA_SOUTH_TASMAN_SEA;남 태즈먼 해 ;;;;;;;;;;X
AREA_SOUTHEAST_COAST_OF_MADAGASCAR;남동 마다가스카르 해안 ;;;;;;;;;;X
AREA_SOUTHEAST_INDIAN_OCEAN;남동 인도양 ;;;;;;;;;;X
AREA_SOUTHEAST_NORTHSEA;남동 북해 ;;;;;;;;;;X
AREA_SOUTHEAST_PACIFIC_BASIN;남동 태평양 해분 ;;;;;;;;;;X
AREA_SOUTHERN_BALTIC;남부 발트 해 ;;;;;;;;;;X
AREA_SOUTHWEST_INDIAN_OCEAN;남서 인도양 ;;;;;;;;;;X
AREA_SOUTHWEST_PACIFIC_BASIN;남서 태평양 해분 ;;;;;;;;;;X
AREA_SPRATLY_SEA;스프래틀리 해 ;;;;;;;;;;X
AREA_SULU_SEA;술루 해 ;;;;;;;;;;X
AREA_TAIWAN_STRAIT;타이완 해협 ;;;;;;;;;;X
AREA_TIMOR_SEA;티모르 해 ;;;;;;;;;;X
AREA_TYRRHENIAN_SEA;티레니아 해 ;;;;;;;;;;X
AREA_WEST_BAY_OF_BENGAL;서 벵골 만 ;;;;;;;;;;X
AREA_WEST_BERING_SEA;서 베링 해 ;;;;;;;;;;X
AREA_WEST_COAST_OF_AUSTRALIA;서 오스트레일리아 해안 ;;;;;;;;;;X
AREA_WEST_COAST_OF_CENTRAL_AMERICA;서 중앙 아메리카 해안 ;;;;;;;;;;X
AREA_WEST_COAST_OF_CHILE;서 칠레 해안 ;;;;;;;;;;X
AREA_WEST_COAST_OF_MEXICO;서 멕시코 해안 ;;;;;;;;;;X
AREA_WEST_COAST_OF_PERU;서 페루 해안 ;;;;;;;;;;X
AREA_WEST_COAST_OF_THE_UNITED_STATES;서 미국 해안 ;;;;;;;;;;X
AREA_WEST_CORAL_SEA;서 산호 해 ;;;;;;;;;;X
AREA_WEST_GREAT_AUSTRALIAN_BIGHT;서 그레이트 오스트레일리아 만 ;;;;;;;;;;X
AREA_WEST_GULF_OF_MEXICO;서 멕시코 만 ;;;;;;;;;;X
AREA_WEST_NORTHSEA;서 북해 ;;;;;;;;;;X
AREA_WEST_SEA_OF_OKHOTSK;서 오호츠크 해 ;;;;;;;;;;X
AREA_WESTERN_APPROACHES;웨스턴 어프로치스 ;;;;;;;;;;X
AREA_WESTERN_SOLOMONS;서부 솔로몬 제도 ;;;;;;;;;;X
AREA_WINDWARD_ISLANDS;윈드워드 제도 ;;;;;;;;;;X
AREA_YELLOW_SEA;황해 ;;;;;;;;;;X
AREA_YUCATAN_STRAIT;유카탄 해협 ;;;;;;;;;;X
CANADA_MARITIMES;캐나다 연해주 ;;;;;;;;;;X
CENTRAL_MID_ATLANTIC_RIDGE;중앙 대서양-중앙해령 ;;;;;;;;;;X
GRAND_BANKS;그랜드 뱅크스 ;;;;;;;;;;X
GUIANA_BASIN;기아나 해분 ;;;;;;;;;;X
NORTHERN_SEA_OF_LABRADOR;북부 래브라도 해 ;;;;;;;;;;X
SOUTH_CENTRAL_MID_ATLANTIC_RIDGE;남중 대서양-중앙해령 ;;;;;;;;;;X
SOUTHERN_SEA_OF_LABRADOR;남부 래브라도 해 ;;;;;;;;;;X
THE_SEAMOUNTS;해산대 ;;;;;;;;;;X
US_MARITIMES;미국 연해주 ;;;;;;;;;;X
##;;;;;;;;;;;X
REG_-;-;;;;;;;;;;X
REG_LAKE;호수 ;;;;;;;;;;X
REGION_AFGHANISTAN;아프가니스탄 ;;;;;;;;;;X
REGION_ALASKA;알래스카 ;;;;;;;;;;X
REGION_ALGERIA;알제리 ;;;;;;;;;;X
REGION_AMAZONAS;아마존 밀림 ;;;;;;;;;;X
REGION_AMERICAN_PACIFIC;아메리카-태평양 ;;;;;;;;;;X
REGION_ANATOLIA;아나톨리아 ;;;;;;;;;;X
REGION_ANDES;안데스 산맥 ;;;;;;;;;;X
REGION_ASIAN_PACIFIC;아시아-태평양 ;;;;;;;;;;X
REGION_AUSTRALIA;오스트레일리아 ;;;;;;;;;;X
REGION_AUSTRIA;오스트리아 ;;;;;;;;;;X
REGION_BALKAN;발칸 반도 ;;;;;;;;;;X
REGION_BALTIC_STATES;발트3국 ;;;;;;;;;;X
REGION_BELARUS;벨라루스 ;;;;;;;;;;X
REGION_BENELUX;베네룩스 ;;;;;;;;;;X
REGION_BISMARCK_ARCHIPELAGO;비스마르크 제도 ;;;;;;;;;;X
REGION_BRAZIL;브라질 ;;;;;;;;;;X
REGION_BRAZILIAN_HIGHLANDS;브라질 고원 ;;;;;;;;;;X
REGION_CANADA;중앙 캐나다 ;;;;;;;;;;X
REGION_CARIBBEAN;카리브 해 ;;;;;;;;;;X
REGION_CENTRAL_AFRICA;중앙 아프리카 ;;;;;;;;;;X
REGION_CENTRAL_AMERICA;중앙 아메리카 ;;;;;;;;;;X
REGION_CENTRAL_ASIA;중앙 아시아 ;;;;;;;;;;X
REGION_CHINA;중국 ;;;;;;;;;;X
REGION_CZECHOSLOVAKIA;체코슬로바키아 ;;;;;;;;;;X
REGION_DENMARK;덴마크 ;;;;;;;;;;X
REGION_DIEGO_GARCIA_ISLAND;디에고가르시아 섬 ;;;;;;;;;;X
REGION_EAST_AFRICA;동 아프리카 ;;;;;;;;;;X
REGION_EASTERN_CANADA;동부 캐나다 ;;;;;;;;;;X
REGION_EASTERN_RUSSIA;동부 러시아 ;;;;;;;;;;X
REGION_EGYPT;이집트 ;;;;;;;;;;X
REGION_ENGLAND;영국 ;;;;;;;;;;X
REGION_ETHIOPIA;에티오피아 ;;;;;;;;;;X
REGION_FAR_EAST_SIBERIA;극동 시베리아 ;;;;;;;;;;X
REGION_FINLAND;핀란드 ;;;;;;;;;;X
REGION_FRANCE;프랑스 ;;;;;;;;;;X
REGION_GERMANY;독일 ;;;;;;;;;;X
REGION_GRAN_CHACO;그란 차코 ;;;;;;;;;;X
REGION_GRAND_COLOMBIA;그랜드 콜롬비아 ;;;;;;;;;;X
REGION_GREENLAND;그린란드 ;;;;;;;;;;X
REGION_HORN_OF_AFRICA;아프리카의 뿔 ;;;;;;;;;;X
REGION_HUNGARY;헝가리 ;;;;;;;;;;X
REGION_ICELAND;아이슬란드 ;;;;;;;;;;X
REGION_INDIA;인도 ;;;;;;;;;;X
REGION_INDOCHINE;인도차이나 ;;;;;;;;;;X
REGION_INDONESIA;인도네시아 ;;;;;;;;;;X
REGION_IRELAND;아일란드 ;;;;;;;;;;X
REGION_IRKUTSK;이르쿠츠크 ;;;;;;;;;;X
REGION_ITALY;이탈리아 ;;;;;;;;;;X
REGION_JAPAN;일본 ;;;;;;;;;;X
REGION_KAUKASUS;카우카스 ;;;;;;;;;;X
REGION_KAZAKSTAN;카자흐스탄 ;;;;;;;;;;X
REGION_KAZAN;카잔 ;;;;;;;;;;X
REGION_KOREA;한국 ;;;;;;;;;;X
REGION_KRASNOYARSK_;크라스노야르스크 ;;;;;;;;;;X
REGION_LIBYA;리비아 ;;;;;;;;;;X
REGION_MADAGASCAR;마다가스카르 ;;;;;;;;;;X
REGION_MAGADAN;마가단 ;;;;;;;;;;X
REGION_MEXICO;멕시코 ;;;;;;;;;;X
REGION_MIDDLE_EAST;중동 ;;;;;;;;;;X
REGION_MIDWEST_US;미국 중서부 ;;;;;;;;;;X
REGION_MOROCCO;모로코 ;;;;;;;;;;X
REGION_NEW_GUINEA;뉴기니 ;;;;;;;;;;X
REGION_NORTH_SOLOMON_ISLANDS;솔로몬 제도 ;;;;;;;;;;X
REGION_NORTHEAST_US_;미국 북동부 ;;;;;;;;;;X
REGION_NORTHERN_CANADA;북부 캐나다 ;;;;;;;;;;X
REGION_NORTHERN_PERMAFROST;북부 영구동토대 ;;;;;;;;;;X
REGION_NORTHERN_RUSSIA;북부 러시아 ;;;;;;;;;;X
REGION_NORTHWEST_US;미국 북서부 ;;;;;;;;;;X
REGION_NORWAY;노르웨이 ;;;;;;;;;;X
REGION_NOVOSIBIRSK;노보시비르스크 ;;;;;;;;;;X
REGION_PATAGONIA;파타고니아 ;;;;;;;;;;X
REGION_PERSIA;페르시아 ;;;;;;;;;;X
REGION_PHILIPPINES;필리핀 ;;;;;;;;;;X
REGION_POLAND;폴란드 ;;;;;;;;;;X
REGION_PORTUGAL;포르투갈 ;;;;;;;;;;X
REGION_RIO_DE_LA_PLATA;리오 데 라플라테 ;;;;;;;;;;X
REGION_ROMANIA;루마니아 ;;;;;;;;;;X
REGION_RUSSIA;중앙 러시아 ;;;;;;;;;;X
REGION_SAHARA;사하라 ;;;;;;;;;;X
REGION_SCOTLAND;스코틀란드 ;;;;;;;;;;X
REGION_SOUTH_AFRICA;남아프리카 ;;;;;;;;;;X
REGION_SOUTH_SOLOMON_ISLANDS;뉴헤브리데스 제도 ;;;;;;;;;;X
REGION_SOUTHCENTRAL_US;미국 남중부 ;;;;;;;;;;X
REGION_SOUTHEAST_US;미국 남동부 ;;;;;;;;;;X
REGION_SOUTHERN_RUSSIA;남부 러시아 ;;;;;;;;;;X
REGION_SOUTHWEST_AFRICA;남서 아프리카 ;;;;;;;;;;X
REGION_SOUTHWEST_US;미국 남서부 ;;;;;;;;;;X
REGION_SPAIN;에스파냐 ;;;;;;;;;;X
REGION_SUDAN;수단 ;;;;;;;;;;X
REGION_SWEDEN;스웨덴 ;;;;;;;;;;X
REGION_SWITZERLAND;스위스 ;;;;;;;;;;X
REGION_TOMSK;톰스크 ;;;;;;;;;;X
REGION_TUNISIA;튀니지 ;;;;;;;;;;X
REGION_UKRAINE;우크라이나 ;;;;;;;;;;X
REGION_URALS;우랄산맥 ;;;;;;;;;;X
REGION_WEST_AFRICA;서 아프리카 ;;;;;;;;;;X
REGION_WESTERN_CANADA;서부 캐나다 ;;;;;;;;;;X
REGION_WESTERN_RUSSIA;서부 러시아 ;;;;;;;;;;X
REGION_WHITE_SEA_TUNDRA;동부 카렐리야 ;;;;;;;;;;X
##;;;;;;;;;;;X
SEAREGION_ARABIAN_SEA;아라비아 해 ;;;;;;;;;;X
SEAREGION_BALTIC_SEA;발트 해 ;;;;;;;;;;X
SEAREGION_BAY_OF_BENGAL;벵골 만 ;;;;;;;;;;X
SEAREGION_BERING_SEA;베링 해 ;;;;;;;;;;X
SEAREGION_BISMARCK_SEA;비스마르크 해 ;;;;;;;;;;X
SEAREGION_BLACK_SEA;흑해 ;;;;;;;;;;X
SEAREGION_BRAZILIAN_COAST;브라질 해안 ;;;;;;;;;;X
SEAREGION_CANADIAN_ARCTIC;북부 캐나다 ;;;;;;;;;;X
SEAREGION_CAPE_OF_GOOD_HOPE;희망봉 ;;;;;;;;;;X
SEAREGION_CARRIBEAN;카리브 해 ;;;;;;;;;;X
SEAREGION_CELTIC_SEA;켈트 해 ;;;;;;;;;;X
SEAREGION_CENTRAL_MEDITERRANEAN;중앙 지중해 ;;;;;;;;;;X
SEAREGION_CENTRAL_MID_ATLANTIC_RIDGE;중앙 대서양-중앙해령 ;;;;;;;;;;X
SEAREGION_CENTRAL_PACIFIC_OCEAN;중앙 태평양 ;;;;;;;;;;X
SEAREGION_COAST_OF_MADAGASCAR;마다가스카르 해안 ;;;;;;;;;;X
SEAREGION_CORAL_SEA;산호 해 ;;;;;;;;;;X
SEAREGION_EAST_CHINA_SEA;동 중국 해 ;;;;;;;;;;X
SEAREGION_EAST_INDIAN_OCEAN;동 인도양 ;;;;;;;;;;X
SEAREGION_EAST_PACIFIC_OCEAN;동 태평양 ;;;;;;;;;;X
SEAREGION_EASTERN_ATLANTIC;동 대서양 ;;;;;;;;;;X
SEAREGION_EASTERN_MEDITERRANEAN;동 지중해 ;;;;;;;;;;X
SEAREGION_EASTERN_SEABOARD;동부 해안선 ;;;;;;;;;;X
SEAREGION_GRAND_BANKS_SHELF;그랜드 뱅크스 ;;;;;;;;;;X
SEAREGION_GREAT_AUSTRALIAN_BIGHT;그레이트 오스트레일리아 만 ;;;;;;;;;;X
SEAREGION_HOME_ISLANDS;일본 열도 ;;;;;;;;;;X
SEAREGION_IBERIAN_WEST_COAST;이베리아 서 해안 ;;;;;;;;;;X
SEAREGION_ICE_SEA;동부 북극 해 ;;;;;;;;;;X
SEAREGION_JAVA_SEA;자바 해 ;;;;;;;;;;X
SEAREGION_MEXICAN_GULF;멕시코 만 ;;;;;;;;;;X
SEAREGION_MOLUCCAS;몰루카 제도 ;;;;;;;;;;X
SEAREGION_MOZAMBIQUE_CHANNEL;모잠비크 해협 ;;;;;;;;;;X
SEAREGION_NORTH_ATLANTIC;북 대서양 ;;;;;;;;;;X
SEAREGION_NORTH_PACIFIC_OCEAN;북 태평양 ;;;;;;;;;;X
SEAREGION_NORTH_SEA;북해 ;;;;;;;;;;X
SEAREGION_NORTHEAST_ATLANTIC;북동 대서양 ;;;;;;;;;;X
SEAREGION_NORTHWEST_ATLANTIC;북서 대서양 ;;;;;;;;;;X
SEAREGION_PACIFIC_ANTARCTIC_RIDGE;태평양-대서양 해령 ;;;;;;;;;;X
SEAREGION_PHILIPPINE_SEA;필리핀 해 ;;;;;;;;;;X
SEAREGION_SARGASSOS;사르가소 해 ;;;;;;;;;;X
SEAREGION_SEA_OF_OKHOTSK;오호츠크 해 ;;;;;;;;;;X
SEAREGION_SOUTH_CHINA_SEA;남 중국 해 ;;;;;;;;;;X
SEAREGION_SOUTH_INDIAN_OCEAN;남 인도양 ;;;;;;;;;;X
SEAREGION_SOUTH_PACIFIC_OCEAN;남 태평양 ;;;;;;;;;;X
SEAREGION_SOUTHCENTRAL_ATLANTIC;남중 대서양 ;;;;;;;;;;X
SEAREGION_SOUTHEAST_ATLANTIC_OCEAN;남동 대서양 ;;;;;;;;;;X
SEAREGION_SOUTHEAST_PACIFIC_OCEAN;남동 태평양 ;;;;;;;;;;X
SEAREGION_SOUTHWEST_ATLANTIC_OCEAN;남서 대서양 ;;;;;;;;;;X
SEAREGION_TASMAN_SEA;태즈먼 해 ;;;;;;;;;;X
SEAREGION_WEST_COAST_OF_NORTH_AMERICA;북 아메리카 서 해안 ;;;;;;;;;;X
SEAREGION_WEST_COAST_OF_SOUTH_AMERICA;남 아메리카 서 해안 ;;;;;;;;;;X
SEAREGION_WEST_INDIAN_OCEAN;서 인도양 ;;;;;;;;;;X
SEAREGION_WESTERN_ICE_SEA;서부 북극 해 ;;;;;;;;;;X
SEAREGION_WESTERN_MEDITERRANEAN;서 지중해 ;;;;;;;;;;X
#EOF;;;;;;;;;;;X
